product_code,name,pack_size,unit_purchase_price,unit_sale_price,pack_purchase_price,pack_sale_price,avg_price,margin,quantity,category,brand,supplier,barcode,narcotic,max_discount,formulation,description,rack
PRD-21324,"Axlin 50mg Cap(procye 5mg Tab)",14,15.17857143,17.86,212.5,250,15.17857143,15.01,0,Medicines,"WEL WINK PHARMACEUTICALS","Open Purchase",PD00021324,no,,,,
PRD-21325,"Cefwell 1g Inj",1,272.85,321,272.85,321,272.85,15,0,Medicines,"WEL WINK PHARMACEUTICALS","Open Purchase",PD00021325,no,,,,
PRD-21326,"Ciprofold 250mg Tab",10,11.05,13,110.5,130,11.05,15,0,Medicines,"WEL WINK PHARMACEUTICALS","Open Purchase",PD00021326,no,,,,
PRD-21327,"Ozee 20mg Cap",14,8.742857143,10.29,122.4,144,8.742857143,15.04,0,Medicines,"WEL WINK PHARMACEUTICALS","Open Purchase",PD00021327,no,,,,
PRD-21328,"Zexin 30ml Syp(cefixime)",1,153,180,153,180,153,15,0,Medicines,"WEL WINK PHARMACEUTICALS","Open Purchase",PD00021328,no,,,,
PRD-21329,"Cipnolone 500mg Tab",10,18.275,21.5,182.75,215,18.275,15,0,Medicines,"WELLBORNE PHARMA","Open Purchase",PD00021329,no,,,,
PRD-21330,"Meprin 20mg Cap",14,8.742857143,10.29,122.4,144,8.742857143,15.04,0,Medicines,"WELLBORNE PHARMA","Open Purchase",PD00021330,no,,,,
PRD-21331,"Meprin 40mg Cap",14,15.17857143,17.86,212.5,250,15.17857143,15.01,0,Medicines,"WELLBORNE PHARMA","Open Purchase",PD00021331,no,,,,
PRD-21332,"Meprin 40mg Inj",1,255,300,255,300,255,15,0,Medicines,"WELLBORNE PHARMA","Open Purchase",PD00021332,no,,,,
PRD-21333,"Pnzop 40mg Infusion",1,212.5,250,212.5,250,212.5,15,0,Medicines,"WELLBORNE PHARMA","Open Purchase",PD00021333,no,,,,
PRD-21334,"Trom 30mg Im/iv Inj",5,73.1,86,365.5,430,73.1,15,0,Medicines,"WELLBORNE PHARMA","Open Purchase",PD00021334,no,,,,
PRD-21335,"Cipnolone 250mg Tab",10,11.05,13,110.5,130,11.05,15,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021335,no,,,,
PRD-21336,"Citowel 10mg Tab",14,27.53428571,32.39,385.48,453.5,27.53428571,14.99,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021336,no,,,,
PRD-21337,"D Well Inj",1,114.53,134.75,114.53,134.75,114.53,15.01,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021337,no,,,,
PRD-21338,"Eposhe Tab  30s",30,22.66666667,26.67,680,800,22.66666667,15.01,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021338,no,,,,
PRD-21339,"Lefnil 500mg Tab",10,22.95,27,229.5,270,22.95,15,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021339,no,,,,
PRD-21340,"Mecoborn 500mcg Tab",20,4.8875,5.75,97.75,115,4.8875,15,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021340,no,,,,
PRD-21341,"Mecobron 500mcg Inj",10,39.1,46,391,460,39.1,15,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021341,no,,,,
PRD-21342,"Zithrovel 250mg Cap",6,21.675,25.5,130.05,153,21.675,15,0,Medicines,"WELLCOME PAKISTAN LTD.","Open Purchase",PD00021342,no,,,,
PRD-21343,"Actidil Elixir 60ml",1,25.59,30.1,25.59,30.1,25.59,14.98,0,Medicines,"WELLNESS PHARMA",Paaris,PD00021343,no,,,,
PRD-21344,"Actidil Tab",300,0.24,0.29,72,86.11,0.24,17.24,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021344,no,,,,
PRD-21345,"Amphyll 250mg 10ml Inj",5,12.524,14.73,62.62,73.67,12.524,14.98,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021345,no,,,,
PRD-21346,"Amphyll Tab",30,0.484,0.57,14.52,17.01,0.484,15.09,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021346,no,,,,
PRD-21347,"Cortisporin 10 G Skin Oint.",1,0,23.32,0,23.32,0,100,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021347,no,,,,
PRD-21348,"Cortisporin Eye Oint 3g",1,45.72,53.79,45.72,53.79,45.72,15,0,Medicines,"WELLNESS PHARMA",Paaris,PD00021348,no,,,,
PRD-21349,"Fevokine 250mg Tab",300,0.517,0.6,155.1,180.87,0.517,13.83,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021349,no,,,,
PRD-21350,"Lanoxin 0.5mg 2ml Inj",5,8.5,10,42.5,50,8.5,15,0,Medicines,"WELLNESS PHARMA",Paaris,PD00021350,no,,,,
PRD-21351,"Marzine 50ml Syp",1,12.67,14.9,12.67,14.9,12.67,14.97,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021351,no,,,,
PRD-21352,"Marzine Inj",20,4.908,5.67,98.16,113.39,4.908,13.44,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021352,no,,,,
PRD-21353,"Marzine Tab",300,0.365933333,0.5,109.78,150,0.365933333,26.81,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021353,no,,,,
PRD-21354,"Nemazole 30ml Susp",1,25.73,29.39,25.73,29.39,25.73,12.45,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021354,no,,,,
PRD-21355,"Nemazole 500 Tab",1,14.67,17.26,14.67,17.26,14.67,15.01,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021355,no,,,,
PRD-21356,"Nemazole Tab",60,2.9175,3.43,175.05,205.95,2.9175,14.94,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021356,no,,,,
PRD-21357,"Neo Tineafax Cream 10g",1,18.41,21.66,18.41,21.66,18.41,15,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021357,no,,,,
PRD-21358,"Neo Tineafax Powder 10g",1,16.12,18.95,16.12,18.95,16.12,14.93,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021358,no,,,,
PRD-21359,"Neosporin Eye Drops 5ml",1,12.76,15.13,12.76,15.13,12.76,15.66,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021359,no,,,,
PRD-21360,"Pilzcin Cream 10g",1,70.79,83.28,70.79,83.28,70.79,15,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021360,no,,,,
PRD-21361,"Septran Infusion 5ml",4,7.985,9.22,31.94,36.89,7.985,13.39,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021361,no,,,,
PRD-21362,"Silvate 50g Cream",1,0.01,148,0.01,148,0.01,99.99,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021362,no,,,,
PRD-21363,"Syraprim 300mg Tab",10,7.387,8.69,73.87,86.9,7.387,14.99,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021363,no,,,,
PRD-21364,"Tracrium 2.5ml Inj",5,94.122,110.73,470.61,553.66,94.122,15,0,Medicines,"WELLNESS PHARMA","Vikor Distrobutor",PD00021364,no,,,,
PRD-21365,"Tracrium 5ml Inj",5,181.002,212.94,905.01,1064.72,181.002,15,0,Medicines,"WELLNESS PHARMA","Vikor Distrobutor",PD00021365,no,,,,
PRD-21366,"Uniplex 120ml Syp",1,32.67,38.44,32.67,38.44,32.67,15.01,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021366,no,,,,
PRD-21367,"Welbactum Inj 1gm",1,220,250,220,250,220,12,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021367,no,,,,
PRD-21368,"Wellcodox 100mg Cap",60,5.4055,6.36,324.33,381.56,5.4055,15.01,0,Medicines,"WELLNESS PHARMA",Paaris,PD00021368,no,,,,
PRD-21369,"Wellcosine 120ml Syp",1,38.12,44.84,38.12,44.84,38.12,14.99,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021369,no,,,,
PRD-21370,"Wellferon 10mut Inj",1,2722.72,3203.2,2722.72,3203.2,2722.72,15,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021370,no,,,,
PRD-21371,"Wellferon 3mut Inj",1,879.65,1034.88,879.65,1034.88,879.65,15,0,Medicines,"WELLNESS PHARMA","Open Purchase",PD00021371,no,,,,
PRD-21372,"Zovirax 10g Cream",1,700.88,824.57,700.88,824.57,700.88,15,0,Medicines,"WELLNESS PHARMA","Vikor Distrobutor",PD00021372,no,,,,
PRD-21373,"Zovirax 200mg Tab",25,59.4832,69.98,1487.08,1749.5,59.4832,15,0,Medicines,"WELLNESS PHARMA","Vikor Distrobutor",PD00021373,no,,,,
PRD-21374,"Zovirax Cream 2g",1,232.19,273.17,232.19,273.17,232.19,15,0,Medicines,"WELLNESS PHARMA","Vikor Distrobutor",PD00021374,no,,,,
PRD-21375,"Zovirax Iv Infusion",5,404.096,475.41,2020.48,2377.03,404.096,15,0,Medicines,"WELLNESS PHARMA","Vikor Distrobutor",PD00021375,no,,,,
PRD-21376,"Zovirax Ophthalmic Oint 4.5g",1,205.66,241.96,205.66,241.96,205.66,15,0,Medicines,"WELLNESS PHARMA","Vikor Distrobutor",PD00021376,no,,,,
PRD-21377,"Calbro D Tab",30,13.03333333,15.33,391,460,13.03333333,14.98,0,Medicines,"WELMARK PHARMACEU(HASSAN TRADER SWL)","Open Purchase",PD00021377,no,,,,
PRD-21378,"Fexera 120mg Tab",10,9.86,11.6,98.6,116,9.86,15,0,Medicines,"WELMARK PHARMACEU(HASSAN TRADER SWL)","Open Purchase",PD00021378,no,,,,
PRD-21379,"Lukin 100mg Cap",10,4.25,5,42.5,50,4.25,15,0,Medicines,"WELMARK PHARMACEU(HASSAN TRADER SWL)","Open Purchase",PD00021379,no,,,,
PRD-21380,"Remato 10mg Tab",50,3.655,4.3,182.75,215,3.655,15,0,Medicines,"WELMARK PHARMACEU(HASSAN TRADER SWL)","Open Purchase",PD00021380,no,,,,
PRD-21381,"Trifol 400mcg Tab",30,6.8,8,204,240,6.8,15,0,Medicines,"WELMARK PHARMACEU(HASSAN TRADER SWL)","Open Purchase",PD00021381,no,,,,
PRD-21382,"Zoblin 75mg Cap",1,377.4,444,377.4,444,377.4,15,0,Medicines,"WELMARK PHARMACEU(HASSAN TRADER SWL)","Open Purchase",PD00021382,no,,,,
PRD-21383,"Carbawel 200mg Tab",50,2.805,3.3,140.25,165,2.805,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021383,no,,,,
PRD-21384,"Corecef 400mg Cap",5,55.25,65,276.25,325,55.25,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021384,no,,,,
PRD-21385,"Corecef Ds 30ml Syp",1,204,240,204,240,204,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021385,no,,,,
PRD-21386,"Despra 10mg Tab",30,16.15,19,484.5,570,16.15,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021386,no,,,,
PRD-21387,"Epilock 50mg Tab",60,17,20,1020,1200,17,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021387,no,,,,
PRD-21388,"Esold 40mg Cap",14,12.02142857,14.14,168.3,198,12.02142857,14.98,0,Medicines,"WELMED PHARM","Open Purchase",PD00021388,no,,,,
PRD-21389,"Kipowel Inj",5,73.1,86,365.5,430,73.1,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021389,no,,,,
PRD-21390,"Markadol Tab",10,8.5,10,85,100,8.5,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021390,no,,,,
PRD-21391,"Mecobon Inj",10,39.1,46,391,460,39.1,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021391,no,,,,
PRD-21392,"Myalfa 0.5mcg Tab",30,11.73,13.8,351.9,414,11.73,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021392,no,,,,
PRD-21393,"Neukit Inj",10,39.1,46,391,460,39.1,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021393,no,,,,
PRD-21394,"Otaso 40mg Cap",14,15.17857143,17.86,212.5,250,15.17857143,15.01,0,Medicines,"WELMED PHARM","Open Purchase",PD00021394,no,,,,
PRD-21395,"Rismek 1mg Tab",20,9.35,11,187,220,9.35,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021395,no,,,,
PRD-21396,"Rismek 2mg Tab",20,14.45,17,289,340,14.45,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021396,no,,,,
PRD-21397,"Rismek 4mg Tab.",30,25.5,30,765,900,25.5,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021397,no,,,,
PRD-21398,"Rosavet Tab",10,17,20,170,200,17,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021398,no,,,,
PRD-21399,"Schizolan 10mg Tab",10,12.75,15,127.5,150,12.75,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021399,no,,,,
PRD-21400,"Seizoram 250mg Tab",30,22.29833333,26.23,668.95,787,22.29833333,14.99,0,Medicines,"WELMED PHARM","Open Purchase",PD00021400,no,,,,
PRD-21401,"Seizoram 500mg Tab",30,36.975,43.5,1109.25,1305,36.975,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021401,no,,,,
PRD-21402,"Selflox 250mg Tab(hassan Traders Swl)",10,11.9,14,119,140,11.9,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021402,no,,,,
PRD-21403,"Selflox 500mg Tab(t M Pharmacy)",10,21.25,24.9,212.5,249,21.25,14.66,0,Medicines,"WELMED PHARM","Open Purchase",PD00021403,no,,,,
PRD-21404,"Sislee 25mg Tab",20,6.46,7.6,129.2,152,6.46,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021404,no,,,,
PRD-21405,"Sislee 50mg Tab",20,8.5,10,170,200,8.5,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021405,no,,,,
PRD-21406,"Topmark 50mg Tab",60,17,20,1020,1200,17,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021406,no,,,,
PRD-21407,"Welzim Syp",1,110.5,130,110.5,130,110.5,15,0,Medicines,"WELMED PHARM","Open Purchase",PD00021407,no,,,,
PRD-21408,"Lansomer 30 Cap",14,12.50714286,14.71,175.1,206,12.50714286,14.98,0,Medicines,"WELMED PHARMACEUTICALS (PVT) LTD.","Open Purchase",PD00021408,no,,,,
PRD-21409,"Welcam 20mgcap",10,6.035,7.1,60.35,71,6.035,15,0,Medicines,"WELMED PHARMACEUTICALS (PVT) LTD.","Open Purchase",PD00021409,no,,,,
PRD-21410,"Welzole 30mg Cap(lansoprazole)",14,12.50714286,14.71,175.1,206,12.50714286,14.98,0,Medicines,"WELMED PHARMACEUTICALS (PVT) LTD.","Open Purchase",PD00021410,no,,,,
PRD-21411,"Livwel 250mg Tab",10,12.75,15,127.5,150,12.75,15,0,Medicines,"WELRISE PHARMA","Open Purchase",PD00021411,no,,,,
PRD-21412,"Livwel 500mg Tab",10,21.25,25,212.5,250,21.25,15,0,Medicines,"WELRISE PHARMA","Open Purchase",PD00021412,no,,,,
PRD-21413,"Mectrum 1gm Im/iv Inj",1,212.5,250,212.5,250,212.5,15,0,Medicines,"WELRISE PHARMA","Open Purchase",PD00021413,no,,,,
PRD-21414,"Xerocid 20mg Tab",20,5.7375,6.75,114.75,135,5.7375,15,0,Medicines,"WELRISE PHARMA","Open Purchase",PD00021414,no,,,,
PRD-21415,"Xerocid 40mg Tab",10,8.5,10,85,100,8.5,15,0,Medicines,"WELRISE PHARMA","Open Purchase",PD00021415,no,,,,
PRD-21416,"Ze Xim 400mg Cap",5,55.25,65,276.25,325,55.25,15,0,Medicines,"WELRISE PHARMA","Open Purchase",PD00021416,no,,,,
PRD-21417,"Oswel D 120ml Syp",1,161.5,190,161.5,190,161.5,15,0,Medicines,"WERRICK PHARMA. PAKISTAN LTD.","Open Purchase",PD00021417,no,,,,
PRD-21418,"Oswel D Tab",30,12.75,16.33,382.5,490,12.75,21.92,0,Medicines,"WERRICK PHARMA. PAKISTAN LTD.","Open Purchase",PD00021418,no,,,,
PRD-21419,"Welron 120ml Syp",1,148.75,175,148.75,175,148.75,15,0,Medicines,"WERRICK PHARMA. PAKISTAN LTD.","Open Purchase",PD00021419,no,,,,
PRD-21420,"Welron Tab",30,9.775,11.5,293.25,345,9.775,15,0,Medicines,"WERRICK PHARMA. PAKISTAN LTD.","Open Purchase",PD00021420,no,,,,
PRD-21421,"Awardin Plus 50mg Cap 20,s",20,22.365,26.31,447.3,526.24,22.365,14.99,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021421,no,,,,
PRD-21422,"Awardin Tab",20,9.6755,11.38,193.51,227.66,9.6755,14.98,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021422,no,,,,
PRD-21423,"Beclotab 10mg Tab",30,4.207666667,4.95,126.23,148.51,4.207666667,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021423,no,,,,
PRD-21424,"Betanorm  2.5mg  Tab",1,61.2,72,61.2,72,61.2,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021424,no,,,,
PRD-21425,"Betanorm 5mg Tab 10,s",10,11.05,13,110.5,130,11.05,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021425,no,,,,
PRD-21426,"Blutab 2mg Tab",10,8.5,10,85,100,8.5,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021426,no,,,,
PRD-21427,"Blutab 4mg Tab",10,14.025,16.5,140.25,165,14.025,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021427,no,,,,
PRD-21428,"Blutab 8mg Tab",10,17,20,170,200,17,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021428,no,,,,
PRD-21429,"Brodin 250mg Tablets",10,8.415,9.9,84.15,99,8.415,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021429,no,,,,
PRD-21430,"Brodin 500mg Tablets",10,16.575,19.5,165.75,195,16.575,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021430,no,,,,
PRD-21431,"Caltab Chewable Tablets",30,1.12,1.34,33.6,40.15,1.12,16.42,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021431,no,,,,
PRD-21432,"Captil 25mg Tab",20,2.55,3,51,60,2.55,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021432,no,,,,
PRD-21433,"Captil 50mg Tab",20,3.2725,3.85,65.45,77,3.2725,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021433,no,,,,
PRD-21434,"Cardiovasc 10mg Tab",20,5.3125,6.25,106.25,125,5.3125,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021434,no,,,,
PRD-21435,"Cardiovasc 5mg Tab",20,2.7625,3.25,55.25,65,2.7625,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021435,no,,,,
PRD-21436,"Ciprin 125syp",1,72.25,85,72.25,85,72.25,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021436,no,,,,
PRD-21437,"Ciprin 250mg Cap",10,12.75,15,127.5,150,12.75,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021437,no,,,,
PRD-21438,"Ciprin 250mg Syp",1,136,160,136,160,136,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021438,no,,,,
PRD-21439,"Ciprin 500mg Cap",10,25.075,29.5,250.75,295,25.075,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021439,no,,,,
PRD-21440,"Ciprin Tab 250mg",10,7.225,9.35,72.25,93.5,7.225,22.73,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021440,no,,,,
PRD-21441,"Ciprin Tab 500mg",10,15.708,18.4,157.08,184,15.708,14.63,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021441,no,,,,
PRD-21442,"Clacin 250mg Tab",10,13,15.5,130,155,13,16.13,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021442,no,,,,
PRD-21443,"Clacin 500mg Tab",10,29,31,290,310,29,6.45,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021443,no,,,,
PRD-21444,"Co Eziday 100mg Tab 10,s",10,30.495,35.88,304.95,358.76,30.495,15.01,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021444,no,,,,
PRD-21445,"Co Eziday 50mg Tab 20,s",20,21.675,25.5,433.5,510,21.675,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021445,no,,,,
PRD-21446,"Cozeal Tablets",20,4.8875,5.75,97.75,115,4.8875,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021446,no,,,,
PRD-21447,"Endonil Syp",1,22.95,29.7,22.95,29.7,22.95,22.73,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021447,no,,,,
PRD-21448,"Endonil Tab",100,2.465,3.5,246.5,350,2.465,29.57,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021448,no,,,,
PRD-21449,"Endonil Tab                    9221",10,2.465,2.9,24.65,29,2.465,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021449,no,,,,
PRD-21450,"Energin Sachet",10,6.664,7.84,66.64,78.4,6.664,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021450,no,,,,
PRD-21451,"Enirobe 500mg Tab",4,15.47,20.02,61.88,80.08,15.47,22.73,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021451,no,,,,
PRD-21452,"Enirobe Ds 1000mg Tab",2,30.94,40.04,61.88,80.08,30.94,22.73,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021452,no,,,,
PRD-21453,"Enoxin Tab",20,19.056,22.42,381.12,448.38,19.056,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021453,no,,,,
PRD-21454,"Epitab Xr 200mg Tab",50,2.295,2.7,114.75,135,2.295,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021454,no,,,,
PRD-21455,"Epitab Xr 400mg Tab",20,3.74,4.4,74.8,88,3.74,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021455,no,,,,
PRD-21456,"Esoprazol 20mg Cap",14,8.803571429,10.36,123.25,145,8.803571429,15.02,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021456,no,,,,
PRD-21457,"Esoprazol 40mg Cap",14,13.66071429,16.07,191.25,225,13.66071429,14.99,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021457,no,,,,
PRD-21458,"Eziday 100mg Tab 10,s",10,27.106,31.89,271.06,318.89,27.106,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021458,no,,,,
PRD-21459,"Eziday 25mg Tab 20,s",20,12.0155,14.14,240.31,282.72,12.0155,15.02,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021459,no,,,,
PRD-21460,"Eziday 50mg Tab 20,s",20,20.315,23.9,406.3,478,20.315,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021460,no,,,,
PRD-21461,"Flamex 50mg Tab",20,2.7705,3.76,55.41,75.19,2.7705,26.32,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021461,no,,,,
PRD-21462,"Flamex Xr Cap",30,4.965,5.84,148.95,175.23,4.965,14.98,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021462,no,,,,
PRD-21463,"Flueze Sachets (10's)",10,11.73,13.8,117.3,138,11.73,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021463,no,,,,
PRD-21464,"Flueze Sachets (40's)",40,3.83175,4.96,153.27,198.35,3.83175,22.75,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021464,no,,,,
PRD-21465,"Flueze Tab",100,2.125,2.5,212.5,250,2.125,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021465,no,,,,
PRD-21466,"Glimecide 1mg Tab.",20,2.3375,2.75,46.75,55,2.3375,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021466,no,,,,
PRD-21467,"Glimecide 2mg Tab.",20,4.0375,4.75,80.75,95,4.0375,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021467,no,,,,
PRD-21468,"Glimecide 3mg Tab.",20,6.8,8,136,160,6.8,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021468,no,,,,
PRD-21469,"Glimecide 4mg Tab.",20,8.5,10,170,200,8.5,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021469,no,,,,
PRD-21470,"Higenik Vag 6 Tab",1,72.25,85,72.25,85,72.25,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021470,no,,,,
PRD-21471,"High C 1000 Sachet",10,14.45,17,144.5,170,14.45,15,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021471,no,,,,
PRD-21472,"High C Plus Sachet",10,6.5,7.5,65,75,6.5,13.33,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021472,no,,,,
PRD-21473,"Inovit Caps",10,0.1,5.2,1,52,0.1,98.08,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021473,no,,,,
PRD-21474,"Ispaghool Jar (alsafa)",1,108.38,130,108.38,130,108.38,16.63,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021474,no,,,,
PRD-21475,"Kefril 125mg Susp",1,45.25,53.23,45.25,53.23,45.25,14.99,0,Medicines,"WILSHIRE LABORATORIES PVT LTD","AL AZIZ DISTRIBUTORS",PD00021475,no,,,,
