id,product_code,name,brand_id,unit_sale_price,category_id,supplier_id,pack_purchase_price,pack_sale_price,pack_size,unit_purchase_price,narcotics,barcode
20923,PRD-20923,Cetrihit Tab,780,1.5,1,1,4.75,15,10,0.475,0,PD00020923
20924,PRD-20924,Dicahit 50mg Tab,780,1,1,1,5,20,20,0.25,0,PD00020924
20925,PRD-20925,Diclo Heim 50mg Tab,780,3.3,1,1,56.1,66,20,2.805,0,PD00020925
20926,PRD-20926,Famotil-20 Tab,780,4.68,1,1,79.47,93.5,20,3.9735,0,PD00020926
20927,PRD-20927,Famotil-40mg Tab,780,13,1,1,110,130,10,11,0,PD00020927
20928,PRD-20928,Fedohit 40 Tab,780,4,1,1,10,40,10,1,0,PD00020928
20929,PRD-20929,Hypernil 5mg Tab,780,7,1,1,119,140,20,5.95,0,PD00020929
20930,PRD-20930,Piroxiwin 20mg Tab,780,7.7,1,1,65.45,77,10,6.545,0,PD00020930
20931,PRD-20931,"Saniplast (fabric) 20,s",780,130,1,10,120,130,1,120,0,PD00020931
20932,PRD-20932,Saniplast (square),780,81,1,10,68.85,81,1,68.85,0,PD00020932
20933,PRD-20933,Unibex-t Tab,780,3.85,1,1,65.45,77,20,3.2725,0,PD00020933
20934,PRD-20934,Arthopan 50mg Tab(samotac 50mg Tab),781,13,1,1,221,260,20,11.05,0,PD00020934
20935,PRD-20935,Esoson 20mg Cap,781,8.5,1,1,101.15,119,14,7.225,0,PD00020935
20936,PRD-20936,Esoson 40mg Cap,781,14.14,1,1,168.3,198,14,12.02142857,0,PD00020936
20937,PRD-20937,Pip 120ml Syp,781,74,1,1,62.9,74,1,62.9,0,PD00020937
20938,PRD-20938,Pip 5mg Tab,781,5.5,1,1,46.75,55,10,4.675,0,PD00020938
20939,PRD-20939,Thalac 120ml Syp,781,109,1,1,92.65,109,1,92.65,0,PD00020939
20940,PRD-20940,Tymil 50mg Tab,781,10.5,1,1,89.25,105,10,8.925,0,PD00020940
20941,PRD-20941,Unidol 0.5mg Tab,781,13.9,1,1,118.15,139,10,11.815,0,PD00020941
20942,PRD-20942,Carpsol 10mg 15ml Inj,782,2103.15,1,1,1729.74,2103.15,1,1729.74,0,PD00020942
20943,PRD-20943,Carpsol 10mg 5ml Inj,782,827.24,1,1,679.5,827.24,1,679.5,0,PD00020943
20944,PRD-20944,Caverject 20ug Inj,782,923.52,1,1,784.99,923.52,1,784.99,0,PD00020944
20945,PRD-20945,Cisplasol 1mg 10ml Inj,782,195.84,1,1,169.54,195.84,1,169.54,0,PD00020945
20946,PRD-20946,Cisplasol 50ml Inj,782,932.79,1,1,807.55,932.79,1,807.55,0,PD00020946
20947,PRD-20947,Depo Midrol+lidocaine 40mg,782,103.1,1,1,87.64,103.1,1,87.64,0,PD00020947
20948,PRD-20948,Etoposide 100mg Ing,782,763.7,1,1,649.14,763.7,1,649.14,0,PD00020948
20949,PRD-20949,Halcion 0.25mg Tab,782,4.4,1,1,37.43,44.04,10,3.743,0,PD00020949
20950,PRD-20950,Halotestin 5mg Tab,782,4.5,1,1,76.42,89.9,20,3.821,0,PD00020950
20951,PRD-20951,Lincocin 300mg/1ml (upjon),782,39.05,1,1,165.98,195.27,5,33.196,0,PD00020951
20952,PRD-20952,Prepidil 3gm Vaginal Cream,782,1516.2,1,1,1364.58,1516.2,1,1364.58,0,PD00020952
20953,PRD-20953,Prostin E2 3mg Vag Tab,782,792.49,1,1,2694.47,3169.96,4,673.6175,0,PD00020953
20954,PRD-20954,Prostin F2 Alpha 5mg/1ml Inj,782,441.76,1,1,375.48,441.76,1,375.48,0,PD00020954
20955,PRD-20955,Provera 100mg Tab,782,41.03,1,1,348.76,410.3,10,34.876,0,PD00020955
20956,PRD-20956,Provera 5mg Tab,782,1.97,1,1,33.47,39.38,20,1.6735,0,PD00020956
20957,PRD-20957,Salazopyrine 500mg Tab,782,4.27,1,1,362.65,426.65,100,3.6265,0,PD00020957
20958,PRD-20958,Solu Cortef 100mg Inj,782,86,1,1,73.1,86,1,73.1,0,PD00020958
20959,PRD-20959,Solu Cortef 250mg Inj,782,150,1,1,127.5,150,1,127.5,0,PD00020959
20960,PRD-20960,Solu Cortef 500mg Inj,782,337,1,1,286.45,337,1,286.45,0,PD00020960
20961,PRD-20961,Solu Medrol 1000mg Inj,782,2788.41,1,1,2370.14,2788.41,1,2370.14,0,PD00020961
20962,PRD-20962,Solu Medrol 125mg Inj,782,266.74,1,1,226.73,266.74,1,226.73,0,PD00020962
20963,PRD-20963,Solu Medrol 40mg Inj,782,100.26,1,1,85.22,100.26,1,85.22,0,PD00020963
20964,PRD-20964,Solu Medrol 500mg Inj,782,1532.41,1,1,1302.55,1532.41,1,1302.55,0,PD00020964
20965,PRD-20965,Trobicin 2g Inj,782,184.63,1,1,156.94,184.63,1,156.94,0,PD00020965
20966,PRD-20966,Unicap  M Tab,782,3.43,1,1,87.55,103,30,2.918333333,0,PD00020966
20967,PRD-20967,Unicap  T Tab,782,5.8,1,1,98.6,116,20,4.93,0,PD00020967
20968,PRD-20968,Unicap 120ml Syp,782,84.09,1,1,71.48,84.09,1,71.48,0,PD00020968
20969,PRD-20969,Buffer 120ml Susp,783,90,1,1,76.5,90,1,76.5,0,PD00020969
20970,PRD-20970,E Ace Oral Drop 10ml,783,275,1,1,233.75,275,1,233.75,0,PD00020970
20971,PRD-20971,Ezinoze 30ml Drops,783,40,1,1,34,40,1,34,0,PD00020971
20972,PRD-20972,F Ace Oral Drop 10ml,783,275,1,1,233.75,275,1,233.75,0,PD00020972
20973,PRD-20973,Efferalgan Tab,784,2.69,1,1,45.7,53.76,20,2.285,0,PD00020973
20974,PRD-20974,Luostyl Inj,784,34.56,1,1,178.5,207.35,6,29.75,0,PD00020974
20975,PRD-20975,Prodofalgan Inj,784,70.44,1,1,299.36,352.18,5,59.872,0,PD00020975
20976,PRD-20976,Sedergin Tab,784,2.8,1,1,195.2,55.93,20,9.76,0,PD00020976
20977,PRD-20977,Fluoropos Eye Drop,785,51.84,1,1,46.66,51.84,1,46.66,0,PD00020977
20978,PRD-20978,Vitamin A-pos  5g,785,155.1,1,1,139.59,155.1,1,139.59,0,PD00020978
20979,PRD-20979,Tracheostome 6.0mm Tube(portex),786,800,1,1,675,800,1,675,0,PD00020979
20980,PRD-20980,Tracheostomy 7.5mm Tube(portex),786,800,1,1,675,800,1,675,0,PD00020980
20981,PRD-20981,Acne Lene 150ml Face Wash,787,564,1,21,479.4,564,1,479.4,0,PD00020981
20982,PRD-20982,Acne Lene Cream (15gm),787,245,1,21,208.25,245,1,208.25,0,PD00020982
20983,PRD-20983,Acne Lene Gel Super 15gm,787,280,1,21,238,280,1,238,0,PD00020983
20984,PRD-20984,Beaval 15gm Oint,787,1,1,21,22.95,1,1,22.95,0,PD00020984
20985,PRD-20985,Betagent Cream 15gm,787,78.43,1,21,66.67,78.43,1,66.67,0,PD00020985
20986,PRD-20986,Betagent Ointment 15gm,787,60.95,1,21,51.81,60.95,1,51.81,0,PD00020986
20987,PRD-20987,Betasaly Lotion,787,49,1,21,41.65,49,1,41.65,0,PD00020987
20988,PRD-20988,Betasaly Ointment 15gm,787,73,1,21,63.75,73,1,63.75,0,PD00020988
20989,PRD-20989,Betaval 15gm Cream,787,24,1,21,20.4,24,1,20.4,0,PD00020989
20990,PRD-20990,Betaval Lotion,787,75,1,21,63.75,75,1,63.75,0,PD00020990
20991,PRD-20991,Betaval N 15gm Cream,787,27,1,21,22.95,27,1,22.95,0,PD00020991
20992,PRD-20992,Betaval Oint 15gm,787,27,1,21,22.95,27,1,22.95,0,PD00020992
20993,PRD-20993,Calcibet Oint,787,490,1,21,416.5,490,1,416.5,0,PD00020993
20994,PRD-20994,Cilox 60ml Liquid,787,145,1,21,123.25,145,1,123.25,0,PD00020994
20995,PRD-20995,Clinda 300mg Cap,787,17.5,1,21,238,280,16,14.875,0,PD00020995
20996,PRD-20996,Clinda Derm Gel,787,121.9,1,21,103.62,121.9,1,103.62,0,PD00020996
20997,PRD-20997,Clinda Derm Lotion,787,150,1,21,127.5,150,1,127.5,0,PD00020997
20998,PRD-20998,Clobetol 15gm Cream,787,44,1,21,37.4,44,1,37.4,0,PD00020998
20999,PRD-20999,Clobetol 5gm Cream,787,16,1,21,13.6,16,1,13.6,0,PD00020999
21000,PRD-21000,Cornit 2.6mg Tab,787,4.5,1,21,114.75,135,30,3.825,0,PD00021000
21001,PRD-21001,Corniwet Drop,787,225,1,21,191.25,225,1,191.25,0,PD00021001
21002,PRD-21002,Cortival 1% 10g Cream,787,30,1,21,25.5,30,1,25.5,0,PD00021002
21003,PRD-21003,Cortival 2% 5g Cream,787,18,1,21,15.3,18,1,15.3,0,PD00021003
21004,PRD-21004,Creamazol Lotion 30ml,787,30,1,21,25.5,30,1,25.5,0,PD00021004
21005,PRD-21005,Cremazole H 10gm Cream,787,60,1,21,51,60,1,51,0,PD00021005
21006,PRD-21006,Crolimus 0.01% Oint 30gm,787,1100,1,21,935,1100,1,935,0,PD00021006
21007,PRD-21007,Crolimus 0.03% Oint 10g,787,95,1,21,80.75,95,1,80.75,0,PD00021007
21008,PRD-21008,Cylor 5ml E/dr Ops,787,200,1,21,170,200,1,170,0,PD00021008
21009,PRD-21009,Derma Smooth Topical Lotion,787,354.97,1,21,301.72,354.97,1,301.72,0,PD00021009
21010,PRD-21010,Dexacor Eye Drop,787,25,1,21,21.25,25,1,21.25,0,PD00021010
21011,PRD-21011,Epila Cream 15gm,787,1194.62,1,21,1015.43,1194.62,1,1015.43,0,PD00021011
21012,PRD-21012,Evastel 10mg Tab,787,9.5,1,21,80.75,95,10,8.075,0,PD00021012
21013,PRD-21013,Evastel 20mg Tab,787,15.8,1,21,134.3,158,10,13.43,0,PD00021013
21014,PRD-21014,Fenap E/drop,787,220,1,21,187,220,1,187,0,PD00021014
21015,PRD-21015,Gynacin Vag Cream,787,286,1,21,243.95,286,1,243.95,0,PD00021015
21016,PRD-21016,Ketoval 2% Lotion 60ml,787,160,1,21,136,160,1,136,0,PD00021016
21017,PRD-21017,Lice O Mite Cream (valor),787,46,1,21,39.1,46,1,39.1,0,PD00021017
21018,PRD-21018,Lice O Mite Lotion 60ml,787,80,1,21,68,80,1,68,0,PD00021018
21019,PRD-21019,Mingle Gel 15g,787,162,1,21,137.7,162,1,137.7,0,PD00021019
21020,PRD-21020,Mono Card 20mg Tab,787,2,1,21,34,40,20,1.7,0,PD00021020
21021,PRD-21021,Mupir Ointment (30gm),787,315.76,1,21,268.4,315.76,1,268.4,0,PD00021021
21022,PRD-21022,Mycon 10gm Cream,787,42,1,21,35.7,42,1,35.7,0,PD00021022
21023,PRD-21023,Mycon H 10gm Cream,787,61,1,21,51.85,61,1,51.85,0,PD00021023
21024,PRD-21024,Nutridermis 200ml Lot,787,215,1,21,182.75,215,1,182.75,0,PD00021024
21025,PRD-21025,Nutridermis 50gm Cream,787,190,1,21,161.6,190,1,161.6,0,PD00021025
21026,PRD-21026,Oxacol Drop,787,80,1,21,68,80,1,68,0,PD00021026
21027,PRD-21027,Pantozol 40mg Tab,787,17,1,21,202.3,238,14,14.45,0,PD00021027
21028,PRD-21028,Psntozol Tab 40mg,787,10,1,21,119,140,14,8.5,0,PD00021028
21029,PRD-21029,Roxyzin 25mg Tab,787,1.06,1,21,45.05,53,50,0.901,0,PD00021029
21030,PRD-21030,Salver 400mg Tab.(al Khayr),787,35.33,1,21,901,1060,30,30.03333333,0,PD00021030
21031,PRD-21031,"Selgin 5mg Tab 50,s",787,20.6,1,21,875.5,1030,50,17.51,0,PD00021031
21032,PRD-21032,Shiro Cc Serum,787,320,1,21,272,320,1,272,0,PD00021032
21033,PRD-21033,Shiro Cream,787,280,1,21,238,280,1,238,0,PD00021033
21034,PRD-21034,Solonate 5ml E/drops,787,138,1,21,117.3,138,1,117.3,0,PD00021034
21035,PRD-21035,Tetra Derm Er 100mg Tab,787,28,1,21,238,280,10,23.8,0,PD00021035
21036,PRD-21036,Timozol Eye Drops,787,430,1,21,365.5,430,1,365.5,0,PD00021036
21037,PRD-21037,Tobcy Eye Drops,787,85,1,21,72.25,85,1,72.25,0,PD00021037
21038,PRD-21038,Tobcydex Eye Drops,787,102,1,21,86.7,102,1,86.7,0,PD00021038
21039,PRD-21039,Trimelasin Cream 30g,787,405,1,21,344,405,1,344,0,PD00021039
21040,PRD-21040,"Triptan 2.5mg Tab 3,s",787,85.17,1,21,217.18,255.5,3,72.39333333,0,PD00021040
21041,PRD-21041,Udic Cream 15gm,787,122,1,21,103.7,122,1,103.7,0,PD00021041
21042,PRD-21042,Udic-h 15grm Cream,787,166.75,1,21,141.74,166.75,1,141.74,0,PD00021042
21043,PRD-21043,Valamox 5ml E/drops,787,180,1,21,153,180,1,153,0,PD00021043
21044,PRD-21044,Vandan Lotion,787,50,1,21,42.5,50,1,42.5,0,PD00021044
21045,PRD-21045,Zecip Eye Drops,787,95,1,21,80.75,95,1,80.75,0,PD00021045
21046,PRD-21046,Zoraxin 200mg Tab,787,10.87,1,21,156.78,217.36,20,7.839,0,PD00021046
21047,PRD-21047,Zoraxin 400mg Tab,787,14,1,21,238,280,20,11.9,0,PD00021047
21048,PRD-21048,Zoraxin 800mg Tab,787,22,1,21,187,220,10,18.7,0,PD00021048
21049,PRD-21049,Dex Penthenol 10ml Inj,788,18,1,29,0.01,18,1,0.01,0,PD00021049
21050,PRD-21050,Oxytetracyclain 10ml Inj,788,8,1,29,0.01,8,1,0.01,0,PD00021050
21051,PRD-21051,Oxytetracyclain 50ml Inj,788,24,1,29,0.01,24,1,0.01,0,PD00021051
21052,PRD-21052,Oxytetracyclain La 30ml Inj,788,69,1,29,0.01,69,1,0.01,0,PD00021052
21053,PRD-21053,Oxytocine 50ml Inj,788,10,1,29,1,10,1,1,0,PD00021053
21054,PRD-21054,Rani Khet 5ml Inj,788,4,1,29,0.01,4,1,0.01,0,PD00021054
21055,PRD-21055,Rani Khet Tab,788,4,1,29,0.01,4,1,0.01,0,PD00021055
21056,PRD-21056,Stilboestrol 10ml Inj,788,33.61,1,29,0.01,33.61,1,0.01,0,PD00021056
21057,PRD-21057,Sulpha Dimidine33.3% 100ml Inj,788,28.24,1,29,0.01,28.24,1,0.01,0,PD00021057
21058,PRD-21058,Anaf 100mg Tab,789,5.57,1,21,142,167,30,4.733333333,0,PD00021058
21059,PRD-21059,Florocrom 5ml Eye Drop,789,97.75,3,21,83.09,97.75,1,83.09,0,PD00021059
21060,PRD-21060,Loteflam 5ml Eye Drops,789,133,3,21,113.05,133,1,113.05,0,PD00021060
21061,PRD-21061,Mydrex  Eye Drop,789,115,3,21,97.75,115,1,97.75,0,PD00021061
21062,PRD-21062,Neo Tears E/d,789,70,3,21,59.5,70,1,59.5,0,PD00021062
21063,PRD-21063,Obradex E/oint,789,149.52,3,21,127.09,149.52,1,127.09,0,PD00021063
21064,PRD-21064,Obrex Forte E/d,789,200,3,21,170,200,1,170,0,PD00021064
21065,PRD-21065,Quinocip 0.3% Eye Drops,789,95,3,21,80.75,95,1,80.75,0,PD00021065
21066,PRD-21066,Veflox E/oint,789,70,3,21,59.5,70,1,59.5,0,PD00021066
21067,PRD-21067,Vegacin Vag Creem 40gm,789,200,1,21,170,200,1,170,0,PD00021067
21068,PRD-21068,Velatan Eye Drops,789,385,3,21,327.25,385,1,327.25,0,PD00021068
21069,PRD-21069,"Xanthin Plus Tab (20,s)",789,47,1,21,799,940,20,39.95,0,PD00021069
21070,PRD-21070,Acemox 250mg Tab,790,1.57,1,21,39.95,47,30,1.331666667,0,PD00021070
21071,PRD-21071,Cemid 10% E/d,790,10,3,21,8.5,10,1,8.5,0,PD00021071
21072,PRD-21072,Cemid 20% Eye Drops,790,22,3,21,18.7,22,1,18.7,0,PD00021072
21073,PRD-21073,Cetapred E/d,790,47.5,3,21,40.36,47.5,1,40.36,0,PD00021073
21074,PRD-21074,Cetapred Eye Oint,790,58,3,21,49.3,58,1,49.3,0,PD00021074
21075,PRD-21075,Difsom E/d,790,65,3,21,55.25,65,1,55.25,0,PD00021075
21076,PRD-21076,Difsom Tab,790,3,1,21,51,60,20,2.55,0,PD00021076
21077,PRD-21077,Earocin 0.3% Ear Drops,790,80,3,21,68,80,1,68,0,PD00021077
21078,PRD-21078,Earocin 0.6% Ear Drops,790,105,3,21,89.25,105,1,89.25,0,PD00021078
21079,PRD-21079,Eyemox 5ml Eye Drop,790,295,3,21,250.75,295,1,250.75,0,PD00021079
21080,PRD-21080,Eyemox D Eye Drops,790,265.65,3,21,225.8,265.65,1,225.8,0,PD00021080
21081,PRD-21081,Floroptic E/d,790,56,3,21,47.6,56,1,47.6,0,PD00021081
21082,PRD-21082,Kartilerg Eye Drop 5ml,790,171.35,3,21,145.65,171.35,1,145.65,0,PD00021082
21083,PRD-21083,Ketro E/d,790,100,3,21,85,100,1,85,0,PD00021083
21084,PRD-21084,Lenside E/drops,790,110.93,3,21,94.29,110.93,1,94.29,0,PD00021084
21085,PRD-21085,Levoptic Eye Drops,790,80,3,21,68,80,1,68,0,PD00021085
21086,PRD-21086,Lubricane 15ml Eye/drops,790,375,3,21,318.75,375,1,318.75,0,PD00021086
21087,PRD-21087,Obradex Eye Drops,790,190.83,3,21,162.21,190.83,1,162.21,0,PD00021087
21088,PRD-21088,Obrex Eye Drops,790,96.3,3,21,81.86,96.3,1,81.86,0,PD00021088
21089,PRD-21089,Obrex Eye Oint,790,104.3,3,21,88.66,104.3,1,88.66,0,PD00021089
21090,PRD-21090,Olopat 5ml Eye Drops,790,410,3,21,348.5,410,1,348.5,0,PD00021090
21091,PRD-21091,Olopat D.s Eye Drops,790,440,3,21,374,440,1,374,0,PD00021091
21092,PRD-21092,Optilerg Eye Drop 10ml,790,74.11,3,21,62.99,74.11,1,62.99,0,PD00021092
21093,PRD-21093,Prens E/d,790,50,3,21,42.5,50,1,42.5,0,PD00021093
21094,PRD-21094,Quinodex Ear Drops,790,95,3,21,80.75,95,1,80.75,0,PD00021094
21095,PRD-21095,Tears Gel Eye Drops,790,200,3,21,170,200,1,170,0,PD00021095
21096,PRD-21096,Timoprost 2.5ml Eye Drops,790,750,3,21,637.5,750,1,637.5,0,PD00021096
21097,PRD-21097,Timorex 0.5% Eye Drops,790,90,3,21,76.5,90,1,76.5,0,PD00021097
21098,PRD-21098,Timorex D E/d,790,738.3,3,21,627.56,738.3,1,627.56,0,PD00021098
21099,PRD-21099,Vechlor E/d,790,37.95,3,21,32.26,37.95,1,32.26,0,PD00021099
21100,PRD-21100,Veflox D E/drops,790,80,3,21,68,80,1,68,0,PD00021100
21101,PRD-21101,Veflox E/d,790,80,3,21,68,80,1,68,0,PD00021101
21102,PRD-21102,Vegacrom Eye Drops,790,116,3,21,98.6,116,1,98.6,0,PD00021102
21103,PRD-21103,Veganet E/d,790,175,3,21,148.75,175,1,148.75,0,PD00021103
21104,PRD-21104,Vegatob Ear Drops,790,70,3,21,59.5,70,1,59.5,0,PD00021104
21105,PRD-21105,Venac Eye Drop 5ml,790,400,3,21,340,400,1,340,0,PD00021105
21106,PRD-21106,Viracyl Eye Oint,790,145,3,21,123.25,145,1,123.25,0,PD00021106
21107,PRD-21107,Xanthin M Tab,790,32.5,1,21,552.5,650,20,27.625,0,PD00021107
21108,PRD-21108,Xanthin Syp,790,395,1,21,335.74,395,1,335.74,0,PD00021108
21109,PRD-21109,"Xanthin Tab 30,s",790,24.67,1,21,648.21,740,30,21.607,0,PD00021109
21110,PRD-21110,M Lac 120ml Syp,791,170,1,1,144.5,170,1,144.5,0,PD00021110
21111,PRD-21111,Balamin 500ug Inj,792,52.32,1,18,444.74,523.22,10,44.474,0,PD00021111
21112,PRD-21112,Balamin 500ug Tab,792,8.11,1,18,137.9,162.24,20,6.895,0,PD00021112
21113,PRD-21113,Korcin 100mg Tab (venture),792,5.4,1,18,229.5,270,50,4.59,0,PD00021113
21114,PRD-21114,Korvid 200mg Tab (venture),792,13.5,1,18,114.5,135,10,11.45,0,PD00021114
21115,PRD-21115,Korzen 100mg Tab,792,2.88,1,18,245.04,288.29,100,2.4504,0,PD00021115
21116,PRD-21116,Nostin 10mg Tab,792,9,1,18,75,90,10,7.5,0,PD00021116
21117,PRD-21117,Paldon 10mg Cap,792,4.76,1,18,171.2,190.4,40,4.28,0,PD00021117
21118,PRD-21118,Pandona 20mg Tab (venture),792,8.5,1,18,144.5,170,20,7.225,0,PD00021118
21119,PRD-21119,Pandona 40mg Tab (venture),792,16,1,18,136,160,10,13.6,0,PD00021119
21120,PRD-21120,Vencef 400mg Cap,792,65,1,18,220,260,4,55,0,PD00021120
21121,PRD-21121,Venrith 125mg Syp,792,190,1,18,161.5,190,1,161.5,0,PD00021121
21122,PRD-21122,Ventraxin 1mg Ing,792,325,1,18,276.25,325,1,276.25,0,PD00021122
21123,PRD-21123,Ventraxin 250mg Ing,792,110,1,18,99,110,1,99,0,PD00021123
21124,PRD-21124,Ventraxin 500mg Ing,792,185,1,18,162.68,185,1,162.68,0,PD00021124
21125,PRD-21125,Ann Vil 2ml Inj,793,10,1,12,500,1000,100,5,0,PD00021125
21126,PRD-21126,Dexamethason Inj,793,4.96,1,1,70,124,25,2.8,0,PD00021126
21127,PRD-21127,Dexamethason Tab (loose),793,0.5,1,1,160,500,1000,0.16,0,PD00021127
21128,PRD-21128,"Eseft 20mg Cap 14,s",793,8.5,1,22,101.15,119,14,7.225,0,PD00021128
21129,PRD-21129,"Eseft 40 Mg Cap 14,s",793,22.99,1,22,273.61,321.89,14,19.54357143,0,PD00021129
21130,PRD-21130,"Heflin 50mg Cap 14,s",793,25,1,22,297.5,350,14,21.25,0,PD00021130
21131,PRD-21131,"Heflin 75mg Cap 14,s",793,17.86,1,22,212.5,250,14,15.17857143,0,PD00021131
21132,PRD-21132,"Octidol Plus Tab 20,s",793,19.27,1,22,327.58,385.37,20,16.379,0,PD00021132
21133,PRD-21133,Xylex 2% Inj 10ml,793,10.38,1,1,290,518.75,50,5.8,0,PD00021133
21134,PRD-21134,"Zornica 8mg Tab (10,s)",793,26.3,1,22,223.55,263,10,22.355,0,PD00021134
21135,PRD-21135,Befol 400mcg Tab,794,9,1,1,229.5,270,30,7.65,0,PD00021135
21136,PRD-21136,Cofab 120ml Syp,794,155,1,1,131.75,155,1,131.75,0,PD00021136
21137,PRD-21137,Dencin 40mg Tab,794,14.5,1,1,369.75,435,30,12.325,0,PD00021137
21138,PRD-21138,Zemcal Powder Supplements,794,350,1,1,315,350,1,315,0,PD00021138
21139,PRD-21139,Zelesse 250ml Skin Solution,795,1719.62,1,1,1449.36,1719.62,1,1449.36,0,PD00021139
21140,PRD-21140,Acklear 60ml Fase Fash,796,375,1,40,318.75,375,1,318.75,0,PD00021140
21141,PRD-21141,Acnex Bar 100g,796,140,1,40,119,140,1,119,0,PD00021141
21142,PRD-21142,Acnex Face Wash,796,250,1,40,212.5,250,1,212.5,0,PD00021142
21143,PRD-21143,Acnex Liquid Soap,796,145,1,40,114.75,145,1,114.75,0,PD00021143
21144,PRD-21144,Acnex Lotion,796,360,1,40,306,360,1,306,0,PD00021144
21145,PRD-21145,Acnil 100 G Bar,796,60,1,40,51,60,1,51,0,PD00021145
21146,PRD-21146,Acnil Gel,796,40,1,40,34,40,1,34,0,PD00021146
21147,PRD-21147,Acnol 100ml Liq,796,175,1,40,148.75,175,1,148.75,0,PD00021147
21148,PRD-21148,Acnol 30g Cream,796,175,1,40,148.75,175,1,148.75,0,PD00021148
21149,PRD-21149,Biloba 120ml Syp,796,195,1,40,165.75,195,1,165.75,0,PD00021149
21150,PRD-21150,C Vita Cream 30gm,796,460,1,40,391,460,1,391,0,PD00021150
21151,PRD-21151,Calamix-v Lotion (60ml),796,320,1,40,272,320,1,272,0,PD00021151
21152,PRD-21152,Ciprowan 250mg Tab,796,13,1,40,110.5,130,10,11.05,0,PD00021152
21153,PRD-21153,Ciprowan 500mg Tab,796,21.5,1,40,182.75,215,10,18.275,0,PD00021153
21154,PRD-21154,Cuta-ne Spf 40 Lotion,796,192.17,1,40,160,192.17,1,160,0,PD00021154
21155,PRD-21155,Eczinil 90gm Ointment,796,180,1,40,153,180,1,153,0,PD00021155
21156,PRD-21156,Eczinil Plus Ointment 30g,796,85,1,40,72.25,85,1,72.25,0,PD00021156
21157,PRD-21157,Evita V 100g Bar,796,140,1,40,119,140,1,119,0,PD00021157
21158,PRD-21158,Glyco Aid Cream 30gm,796,1200,1,40,1020,1200,1,1020,0,PD00021158
21159,PRD-21159,Glyco Aid Lotion 30ml,796,275,1,40,223.26,275,1,223.26,0,PD00021159
21160,PRD-21160,Glyco Aid Plus Cream,796,700,1,40,595,700,1,595,0,PD00021160
21161,PRD-21161,Hairinis Shampoo 100ml,796,175,1,40,148.73,175,1,148.73,0,PD00021161
21162,PRD-21162,Kuflin 120ml Syp,796,148,1,40,125.8,148,1,125.8,0,PD00021162
21163,PRD-21163,Lubrex 30gm Cream,796,650,1,40,552.5,650,1,552.5,0,PD00021163
21164,PRD-21164,Lubrex Gel (90gm),796,350,1,40,297.5,350,1,297.5,0,PD00021164
21165,PRD-21165,Lubrex Lotion 60ml,796,450,1,40,382.5,450,1,382.5,0,PD00021165
21166,PRD-21166,Lyon 5mg Tab,796,17.5,1,40,148.75,175,10,14.875,0,PD00021166
21167,PRD-21167,Melafin 30gm Cream,796,550,1,40,467.5,550,1,467.5,0,PD00021167
21168,PRD-21168,Minz 33 Tab.,796,26,1,40,442,520,20,22.1,0,PD00021168
21169,PRD-21169,Mycebrin Tab(nutritional Supplement),796,25,1,40,425,500,20,21.25,0,PD00021169
21170,PRD-21170,Pigmanil 15gm Cream,796,450,1,40,382.5,450,1,382.5,0,PD00021170
21171,PRD-21171,Pigmanil 30ml Lotion,796,145,1,40,1,145,1,1,0,PD00021171
21172,PRD-21172,Pigmanil K Cream,796,280,1,40,238,280,1,238,0,PD00021172
21173,PRD-21173,Pigmanil Plus 30gm Cream,796,280,1,40,238,280,1,238,0,PD00021173
21174,PRD-21174,Pyzed Tab,796,8.75,1,40,148.75,175,20,7.4375,0,PD00021174
21175,PRD-21175,Salic Bar 100gm,796,140,1,40,119,140,1,119,0,PD00021175
21176,PRD-21176,Salic Cream,796,90,1,40,76.5,90,1,76.5,0,PD00021176
21177,PRD-21177,Salic Liquid Cleanser 100ml,796,125,1,40,93.5,125,1,93.5,0,PD00021177
21178,PRD-21178,Sebotar-v 100 G Bar,796,100,1,40,85,100,1,85,0,PD00021178
21179,PRD-21179,Sovren Syp,796,198,1,40,168.3,198,1,168.3,0,PD00021179
21180,PRD-21180,Sovren Tab,796,16.25,1,40,276.25,325,20,13.8125,0,PD00021180
21181,PRD-21181,Suntrap 50ml Lotion,796,280,1,40,238,280,1,238,0,PD00021181
21182,PRD-21182,Suntrap Spf 30 50ml Lot,796,110,1,40,93.5,110,1,93.5,0,PD00021182
21183,PRD-21183,Swancobal Inj,796,46,1,40,391,460,10,39.1,0,PD00021183
21184,PRD-21184,Swancobal Tab,796,5.73,1,40,146.2,172,30,4.873333333,0,PD00021184
21185,PRD-21185,Ultra  Block(sun Block Spf 60),796,220,1,40,187,220,1,187,0,PD00021185
21186,PRD-21186,Xerowet Lotion,796,190,1,40,175,190,1,175,0,PD00021186
21187,PRD-21187,Xerowet V 100 G Bar,796,140,1,40,119,140,1,119,0,PD00021187
21188,PRD-21188,Z Calamina 75ml  Lotion,796,160,1,40,119,160,1,119,0,PD00021188
21189,PRD-21189,Zapsel 10mg Tab,796,15,1,40,127.5,150,10,12.75,0,PD00021189
21190,PRD-21190,Zapsel 5mg Tab,796,8.5,1,40,72.25,85,10,7.225,0,PD00021190
21191,PRD-21191,Apizyt 120ml Syp,797,340,1,5,289,340,1,289,0,PD00021191
